Designator,Mid X,Mid Y,Rotation,Layer
J1,114.19,-91.01,90.0,top
J2,137.19,-91.01,90.0,top
U1,91.19,-91.01,90.0,bottom
U2,160.19,-91.01,90.0,bottom
